section_code,section,contents,clause_title,clause_reference
V,V2,Painting and Decorating,Painting And Similar Work Generally,"(a) Particulars: i. Material kind/quality; ii. Nature of work (limewhiting, painting, staining, varnishing etc.); iii. Base nature; iv. Preparatory work (rubbing down, burning off, repairs, knotting, priming etc.); v. Number of priming coats; vi. Number of undercoats; vii. Number of finishing coats stating finish. (b) Rubbing down between coats included. Other abrasives described. (c) Mouldings/bands in contrasting colours described. (d) Separate items for paintwork on components unless grouped as general surfaces."
V,V3,Painting and Decorating,On General Surfaces,"(a) Surfaces >300 mm girth given in sq.m. Isolated ≤300 mm girth in linear metres stating girth (100 mm stages). Isolated ≤0.10 sq.m enumerated. No deduction for voids ≤0.10 sq.m. Classified: i. Walls; ii. Ceilings; iii. Floors; iv. Other surfaces grouped. (b) Ceilings requiring scaffolding >3.50 m described with height stages. (c) Friezes added to wall/ceiling; piers/columns to walls; beams/cornices to ceilings. (d) Corrugated, fluted, carved surfaces described measured overall. (e) Apertured/indented surfaces (e.g. grilles) described measured overall. (f) Multicolour work on walls, ceilings/beams, cornices described. Multi-colours = >1 colour in same room (with exception noted). (g) Cutting-in deemed included. (h) Carved rosettes, modillions, flowers etc. picked out in contrasting colour enumerated stating size."
V,V4,Painting and Decorating,"On Wood Frames, Wood Windows And Glazed Wood Doors","(a) Wood frames, linings, architraves, mullions, transoms (measured each side) per V3. (b) Wood sashes, casements, glazed doors (measured each side over glass) in sq.m. (c) Edges of casements and extra painting from opening lights on frame included. (d) Glazing beads, butts, fastenings included with items."
V,V5,Painting and Decorating,On Metal Windows And Glazed Metal Doors,"(a) Metal windows and glazed doors (measured each side over ventilators, frames, mullions, glass) given in sq.m. (b) Edges of casements and extra painting from opening lights on frame included. (c) Metal sub-sills, hopper-cheeks measured and added. (d) Glazing beads, butts, fastenings included."
V,V6,Painting and Decorating,On Structural Steelwork,"Structural steelwork given in sq.m. Roof trusses, lattice steelwork etc. described. Hookbolts, clips etc. included with associated members."
V,V7,Painting and Decorating,"On Grilles, Balustrades, Railings And Mesh","(a) Ornamental grilles, balustrades, railings, gates etc. measured overall (regardless of voids) given separately in sq.m, each side measured and stated. (b) Mesh, chain-link, expanded metal, welded mesh etc. given separately in sq.m, each side measured and stated."
V,V8,Painting and Decorating,On Gutters,(a) Valley/parapet gutters >300 mm girth given in sq.m; ≤300 mm given in linear metres stating girth (100 mm stages). (b) Eaves-gutters (any girth) given in linear metres stating girth (100 mm stages). Ordinary brackets included; ornamental brackets enumerated.
V,V9,Painting and Decorating,On Pipes,(a) Small pipes given in linear metres. (b) Large pipes given in linear metres. (c) Extra-large pipes given in sq.m (measured externally) or in linear metres stating diameter. (d) Lagged pipes given in sq.m (measured externally). (e) Pipes in different colours for ID described.
V,V10,Painting and Decorating,"On Bars, Cables, Conduits, Straps And Ducting","Bars, cables, conduits, standards, straps, ducting, trunking, tray >300 mm girth grouped in sq.m. ≤300 mm girth grouped in linear metres stating girth (100 mm stages). Conduit boxes etc. included."
V,V11,Painting and Decorating,On Sundries,"(a) Saddles, pipehooks, holderbats etc. included with pipes/tubes/conduits. (b) Other fixing components (straps, hangers) given separately. (c) Ventilating gratings, soot-doors, cisterns, rainwater-heads, brackets, strap-hinges etc. enumerated separately irrespective of size."
V,V12,Painting and Decorating,Polishing,"(a) Particulars: i. Material kind/quality; ii. Polish type (French, wax etc.); iii. Base type; iv. Preparatory work (staining, fuming, bodying in, stopping, rubbing). (b) Polishing given per rules of painting."
V,V13,Painting and Decorating,Signwriting,"Letters, numerals, indicators etc. enumerated separately stating style, height, number of coats. Gold-leaf finish described."
W,W1,External Drainage and Water Reticulation,External Drainage And Water Reticulation Generally,Site works and services grouped as: (a) External drainage; (b) Water reticulation.
W,W2,External Drainage and Water Reticulation,Drainage Generally,(a) Information on ground/strata and trial holes/bores given. (b) Work beyond site boundary described.
W,W3,External Drainage and Water Reticulation,Pipe Trenches,"(a) Excavating trenches given in linear metres stating start level (if not ground), depth range in 1.50 m steps, average depth (to 250 mm). Curved trenches described. Pipe internal diameter stated; ≤150 mm grouped. Grading, planking, filling, compaction, spoil disposal included. (b) Trenches in running silt/sand given in cu.m as extra. (c) Trenches in rock described or given in cu.m as extra; max width stated. (d) Breaking up concrete, reinforced concrete, brickwork etc. in excavation given separately in cu.m as extra. (e) Breaking up surface concrete, paving, tarmac etc. on ground surface given separately in linear metres as extra. (f) Disposal of water given per D18."
W,W4,External Drainage and Water Reticulation,"Beds, Benching And Coverings","Concrete beds, benchings, coverings given separately in linear metres stating mix, size, pipe diameter. Formwork given in description."
W,W5,External Drainage and Water Reticulation,Pipes,"(a) Pipes of any material (measured over fittings) given in linear metres stating material, quality, diameter, jointing method. (b) Pipe fittings (bends, junctions, reducers) enumerated separately as extra; cutting/jointing deemed included. (c) Suspended pipes described; supports enumerated. (d) Vertical pipes described."
W,W6,External Drainage and Water Reticulation,Accessories,"Accessories (gullies, traps, inspection shoes, fresh air inlets, non-return flaps) enumerated separately stating kind, quality, size, inlet/outlet diameters. Jointing, bedding, gratings, sealing plates given in description."
W,W7,External Drainage and Water Reticulation,Open Surface Water Channels And Drains,"Open channels and drains given in linear metres and described. Excavation and formwork given in description. Angles, ends, intersections included."
W,W8,External Drainage and Water Reticulation,"Manholes, Soakaways, Cesspits, Septic Tanks, Sewerage Pods","(a) Chambers, manholes, soakaways grouped given in detail stating number of each. (b) Cesspits, septic tanks, sewerage pods given separately in detail stating number. (c) Excavation, concrete, walling etc. given per relevant rules. (d) Pipe ends built in enumerated stating diameter. Pipe cutting included. (e) Channels, benchings, foot-irons, covers, traps enumerated separately stating type, quality, size, bedding/fixing. (f) Work in existing units described."
W,W9,External Drainage and Water Reticulation,Connections To Sewers,Connecting drains to public highways/other work by Local Authority given as provisional/prime cost sum per A7.
W,W10,External Drainage and Water Reticulation,Testing Drains,Testing drainage system given as item stating method.
W,W11,External Drainage and Water Reticulation,Water Reticulation Generally,(a) Work grouped under: i. Cold water supply/storage; ii. Irrigation systems; iii. Fountains/water features. (b) Works given per relevant trade rules.
X,X1,Landscaping,Landscaping Generally,"(a) Particulars: i. Method of cultivating and degree of tilth; ii. Kind, quality, composition of materials. (b) Cultivating given in sq.m stating average depth, deemed to include stone removal. (c) Surface applications type/rate given in sq.m, deemed to include working in if required."
X,X2,Landscaping,"Seeding, Turfing And Grassing","(a) Particulars: i. Mix of materials; ii. Method of application; iii. Method of securing turves. (b) Seeding deemed to include raking/harrowing, rolling; given in sq.m. (c) Cutting deemed to include edge trimming."
X,X3,Landscaping,Planting,"(a) Particulars: i. Size/type of pits/holes/trenches; ii. Plant names; iii. Supports/ties; iv. Special refilling materials. (b) Work measured as item includes excavation/formation, refilling, watering, disposal of surplus, labelling. (c) Refilling deemed to include multiple handling. (d) Planting in prepared areas deemed to include reinstatement. (e) Mulch type, time/method of application given in numbers stating approx. size. (f) Planting protection enumerated: i. Type of tree guard/fixing; ii. Spray type/rate; iii. Wrapping/chemical application."
